id,text,text-markup,sentiment 
1560,"Mac Pro Speicher wird teilweise nicht erkannt
Hallo,      Zitat:     Zitat von  Gelzomino      Also, ich habe bei mir die gleiche Konfig eigentlich stehen, da habe ich die beiden 2 GB Riegel in den ersten beiden Slots der Tiser Card A, und die originalen 2 x 1 GB Riegel in den ersten beiden Slots der Riser Card B. Im Prinzip genau so wie du es beschrieben hast. Das muss eigentlich klappen - ansonste ist da wohl irgendwas defekt schätze ich mal . . .     ich vermute wohl auch leider daß da irgendwas wohl nicht stimmt, ist eben nur komisch, daß es mit unserer unkonventionellen Steckmethode geht, aber irgendeinen Haken wird das wohl haben, vermutlich wird der Speicher wohl nun nur mit der halben Geschwindigkeit angesprochen oder so, mich wundert nur, daß es so überhaupt geht. . .   Aber gestern Abend wars schon recht spät, haben bis 1 Uhr am Speicher herumgeschraubt, aber mein Bekannter wird wohl oder übel den Apple Support bemühen müssen und eventuell auch bei Gravis wegen des Speichers nachfragen.   Eventuell kann man den umtauschen lassen auf z. B. 4x1GB Riegel und damit mal testen um sicher auschließen zu können das die Risercards wirklich funktionieren oder nicht sogar das Logicboard was hat. . .   lG secretsquirrel"," Mac Pro Speicher wird teilweise <LXA_POSSIBLE>nicht erkannt</LXA_POSSIBLE> Hallo, Zitat: Zitat von Gelzomino Also, ich habe bei mir die <LXA_POSSIBLE>gleiche Konfig</LXA_POSSIBLE> eigentlich stehen, da habe ich die beiden 2 GB Riegel in den ersten <LXA_POSSIBLE>beiden Slots</LXA_POSSIBLE> der Tiser Card A, und die originalen 2 x 1 GB Riegel in den ersten <LXA_POSSIBLE>beiden Slots</LXA_POSSIBLE> der Riser Card B. Im Prinzip genau so wie du es beschrieben hast. Das muss <LXA_POSSIBLE>eigentlich klappen</LXA_POSSIBLE> - ansonste ist da wohl irgendwas defekt sch≈†tze ich mal . . . ich vermute wohl auch leider da¬ß da irgendwas wohl nicht stimmt, ist eben nur komisch, da¬ß es mit unserer <LXA_POSSIBLE>unkonventionellen Steckmethode</LXA_POSSIBLE> geht, aber irgendeinen Haken wird das wohl haben, vermutlich wird der Speicher wohl nun nur mit der <LXA_POSSIBLE>halben Geschwindigkeit</LXA_POSSIBLE> angesprochen oder so, mich wundert nur, da¬ß es so ≈∏berhaupt geht. . . Aber gestern Abend wars schon recht sp≈†t, haben bis 1 Uhr am Speicher herumgeschraubt, aber mein Bekannter wird wohl oder ≈∏bel den Apple Support bem≈∏hen m≈∏ssen und eventuell auch bei Gravis wegen des Speichers nachfragen. Eventuell kann man den umtauschen lassen auf z. B. 4x1GB Riegel und damit mal testen um <LXA_POSSIBLE>sicher auschlie</LXA_POSSIBLE>¬ßen zu k≈°nnen das die Risercards wirklich funktionieren oder nicht sogar das Logicboard was hat. . . lG secretsquirrel",Neutral
1561,"MacBook mit geschlossenem Deckel betreiben?
Hallo,   bei  http://www. macosxhints. com/ las ich, dass, wenn eine USB-Tatstatur angeschlossen ist, das MacBook in geschlossenem Zusatnd betrieben werden kann (2. Bldschirm ist -natürlich- angeschlossen).   Leider finde ich keine entprechende Einstellung, bei mir gilt unabdingabr: Deckel zu - Macbook schläft.   Wer weiss Rat?   Juppiteruranus"," MacBook mit <LXA_POSSIBLE>geschlossenem Deckel</LXA_POSSIBLE> betreiben? Hallo, bei http://www. macosxhints. com/ las ich, dass, wenn eine USB-Tatstatur angeschlossen ist, das MacBook in <LXA_POSSIBLE>geschlossenem Zusatnd</LXA_POSSIBLE> betrieben werden kann (2. Bldschirm ist -nat≈∏rlich- angeschlossen). Leider finde ich keine <LXA_POSSIBLE>entprechende Einstellung</LXA_POSSIBLE>, bei mir gilt unabdingabr: Deckel zu - Macbook schl≈†ft. Wer weiss Rat? Juppiteruranus",Neutral
1562,"Imac Intel oder doch den G5 behalten
Hallo,   die iMac läuft flüssig und ohne Probleme. Windows ist da kein Hinderniss,und du brauchst dann nur noch einen Rechner."," Imac Intel oder doch den G5 behalten Hallo, die iMac l≈†uft fl≈∏ssig und ohne Probleme. Windows ist da kein Hinderniss,und du brauchst dann nur noch einen Rechner.",Neutral
1563,"Macbook Pro CPU
Hallo,   ich habe ein Macbook Pro 15,4 mit der Versionsnummer A1226, gekauft im Juni 2007. Der Systemprofiler sagt mir ich habe einen Intel Core Duo 2,2 Ghz.   Ist das jetzt schon der Santa Rosa CPU? Bei ifixit. com sind die MBP Teile nach CPU geordnet und dort gibt es zwar den Core Duo aber nur mit 2,16 und 2,33 und nur den Santa Rosa mit 2,2Ghz. Bedeutet das nun, dass ich bereits diesen Chip habe?   Vielen Dank"," Macbook Pro CPU Hallo, ich habe ein Macbook Pro 15,4 mit der Versionsnummer A1226, gekauft im Juni 2007. Der Systemprofiler sagt mir ich habe einen Intel <LXA_POSSIBLE>Core Duo</LXA_POSSIBLE> 2,2 Ghz. Ist das jetzt schon der Santa Rosa CPU? Bei ifixit. com sind die MBP Teile nach CPU geordnet und dort gibt es zwar den <LXA_POSSIBLE>Core Duo</LXA_POSSIBLE> aber nur mit 2,16 und 2,33 und nur den Santa Rosa mit 2,2Ghz. Bedeutet das nun, dass ich bereits diesen Chip habe? Vielen Dank",Neutral
1564,"Macbook (aus USA) kein Wlan in Deutschland
Hallo,   ich habe mir vor 3 Wochen einen MAcbook aus den USA mitgebracht. HAbe keine Probleme wegen Garantie, NEtzstecker o. ä. , sondern mit dem Internet.   Wenn ich den Computer anmache, findet es keinen Airport (obwohl wir eine Basisstation von T-mobile haben), und unter Systemeinstellungen zeigt es an, dass das Airport nur für die USA zugelassen ist und nicht ''weltweit''.   Gibt es ein Update, was ich laden kann, damit ich auch eine dt. Aiport benutzen kann? Oder einen anderen Tipp, wie ich hier an WLAN komme??   Vielen Dank!   (Falls es schon ein Thema dazu gibt, bitte den Thread posten)"," Macbook (aus USA) kein Wlan in Deutschland Hallo, ich habe mir vor 3 Wochen einen MAcbook aus den USA mitgebracht. HAbe keine Probleme wegen Garantie, NEtzstecker o. ≈†. , sondern mit dem Internet. Wenn ich den Computer anmache, findet es keinen Airport (obwohl wir eine Basisstation von T-mobile haben), und unter Systemeinstellungen zeigt es an, dass das Airport nur f≈∏r die USA zugelassen ist und nicht ''weltweit''. Gibt es ein Update, was ich laden kann, damit ich auch eine dt. Aiport benutzen kann? Oder einen <LXA_POSSIBLE>anderen Tipp</LXA_POSSIBLE>, wie ich hier an WLAN komme?? <LXA_POSSIBLE>Vielen Dank</LXA_POSSIBLE>! (Falls es schon ein Thema dazu gibt, bitte den Thread posten)",Neutral
1565,"Ruhemodus (hibernatemode) für neuen iMac
Hallo,   zum Thema ''Ruhemodus'' (hibernatemode) hätte ich ein paar Fragen:        hibernatemode 1 soll den Mac in den Ruhezustand versetzen, ohne dass der Rechner Strom verbraucht. Wie ist im Vergleich der Stromverbrauch beim hibernatemode 0?   Ist hibernatemode 1 aus Sicherheitsgründen vorzuziehen?   Welchen Ruhemodus würdet ihr für einen neuen iMac empfehlen und warum? (Das Aufwecken aus dem hibernatemode 1 dauert länger, ist schon klar. . . )   Gruß, MacW"," Ruhemodus (hibernatemode) f≈∏r <LXA_POSSIBLE>neuen iMac</LXA_POSSIBLE> Hallo, zum Thema ''Ruhemodus'' (hibernatemode) h≈†tte ich ein <LXA_INTERNAL_POSITIVE>paar Fragen</LXA_INTERNAL_POSITIVE>: hibernatemode 1 soll den Mac in den Ruhezustand versetzen, ohne dass der <LXA_POSSIBLE>Rechner Strom</LXA_POSSIBLE> verbraucht. Wie ist im Vergleich der Stromverbrauch beim hibernatemode 0? Ist hibernatemode 1 aus Sicherheitsgr≈∏nden vorzuziehen? Welchen Ruhemodus w≈∏rdet ihr f≈∏r einen <LXA_POSSIBLE>neuen iMac</LXA_POSSIBLE> empfehlen und warum? (Das Aufwecken aus dem hibernatemode 1 dauert l≈†nger, ist schon klar. . . ) Gru¬ß, MacW",Neutral
1566,"SMS mit Nummer
hat das evtl etwas mit dem format der nummer zu tun? ich glaube nicht, dass apple diese funktion streicht, immerhin war es damals ein element der werbung!   der M"," SMS mit Nummer hat das evtl etwas mit dem format der nummer zu tun? ich glaube nicht, dass apple diese funktion streicht, immerhin war es damals ein element der werbung! der M",Neutral
1567,"Macwelt Leser-CD 10/2008 startet nicht
Herr Bern,   Leider kann ich Ihr Problem nicht nachvollziehen. Die Heft-CD bootet hier auf einem Macbook mit Parallels problemlos. Die Fehlermeldung wird aber auch im Benutzerhandbuch von Parallels beschrieben, sie scheint öfter aufzutreten. Laut Anleitung soll man in diesem Fall unter Mac-OS X die virtuelle Umgebung einmal starten und beenden. Dann soll sich Bootcamp (und wohl auch unsere Heft-CD) wieder problemlos nutzen lassen.     Mit freundlichen Grüßen, Stephan Wiesend Macwelt"," Macwelt Leser-CD 10/2008 startet nicht Herr Bern, Leider kann ich Ihr Problem <LXA_STOP>nicht nachvollziehen</LXA_STOP>. Die Heft-CD bootet hier auf einem Macbook mit Parallels problemlos. Die Fehlermeldung wird aber auch im Benutzerhandbuch von Parallels beschrieben, sie scheint <LXA_POSSIBLE>≈°fter aufzutreten</LXA_POSSIBLE>. Laut Anleitung soll man in diesem Fall unter Mac-OS X die <LXA_POSSIBLE>virtuelle Umgebung</LXA_POSSIBLE> einmal starten und beenden. Dann soll sich Bootcamp (und wohl auch unsere Heft-CD) wieder <LXA_POSSIBLE>problemlos nutzen</LXA_POSSIBLE> lassen. Mit <LXA_POSSIBLE>freundlichen Gr≈∏</LXA_POSSIBLE>¬ßen, Stephan Wiesend Macwelt",Neutral
1568,"10.5.3 hat mein Diablo II auf dem gewissen
hey leute! habe vor ewigkeiten diablo 2 gespielt und wollte es heute nochmal auf meinem macbook installieren. ich kann jedoch quasi keine datei öffnen, ''da die classic umgebung nicht mehr unterstützt wird. '' kann mir irgendjm weiterhelfen wie ich das eventuell fixen kann?"," 10.5.3 hat mein Diablo II auf dem gewissen <LXA_POSSIBLE>hey leute</LXA_POSSIBLE>! habe vor ewigkeiten diablo 2 gespielt und wollte es heute nochmal auf meinem <LXA_POSSIBLE>macbook installieren</LXA_POSSIBLE>. ich kann jedoch quasi keine <LXA_POSSIBLE>datei ≈°ffnen</LXA_POSSIBLE>, ''da die <LXA_POSSIBLE>classic umgebung</LXA_POSSIBLE> nicht <LXA_POSSIBLE>mehr unterst≈∏tzt</LXA_POSSIBLE> wird. '' kann mir irgendjm weiterhelfen wie ich das <LXA_POSSIBLE>eventuell fixen</LXA_POSSIBLE> kann?",Neutral
1569,"Der ultimative RAM Thread iMac / MacMini
hey, ich find den thread nicht fürs Macbook, aber dürft ja eig kein unterschied machen, will mir 2*2 gb für mein macbook kaufen. . . . . . wo bekomme ich das zu zeit besonders günstig ? worauf sollte ich beim kauf achtenß danke im vorraus"," Der <LXA_POSSIBLE>ultimative RAM</LXA_POSSIBLE> Thread iMac / MacMini hey, ich find den thread nicht f≈∏rs Macbook, aber d≈∏rft ja eig kein unterschied machen, will mir 2*2 gb f≈∏r mein <LXA_POSSIBLE>macbook kaufen</LXA_POSSIBLE>. . . . . . wo bekomme ich das zu zeit besonders g≈∏nstig ? worauf sollte ich beim <LXA_POSSIBLE>kauf achten</LXA_POSSIBLE>¬ß danke im vorraus",Neutral
1570,"iPhone
hm ja gut, das hab ich auch schon gehört, dass man die nicht so leicht kriegt. Da müsste man wohl am besten auch einen kennen, der da wohnt. . .   Aber abgesehen davon ist das auch so ne sache. Bei Garantie muss man das in Italien machen. Apple in Deutschland sagt nein, das Gerät kommt nicht aus Deutschland, brings da hin wo es her ist. Und dafür dann 600 Euro zahlen?? Günstiger kommt man damit auch nicht weg. Wenn mans haben will, muss man wohl zu T-Mobile. Allerdings hat das ja auch seine Vorteile. Aber T-Mobile lässt sich dafür eben auch gut bezahlen."," iPhone hm ja gut, das hab ich auch <LXA_POSSIBLE>schon geh≈°rt</LXA_POSSIBLE>, dass man die nicht so leicht kriegt. Da m≈∏sste man wohl am besten auch einen kennen, der da wohnt. . . Aber abgesehen davon ist das auch so ne sache. Bei Garantie muss man das in Italien machen. Apple in Deutschland sagt nein, das Ger≈†t kommt nicht aus Deutschland, brings da hin wo es her ist. Und daf≈∏r dann 600 Euro zahlen?? G≈∏nstiger kommt man damit auch nicht weg. Wenn mans haben will, muss man wohl zu T-Mobile. Allerdings hat das ja auch seine Vorteile. Aber T-Mobile l≈†sst sich daf≈∏r eben auch <LXA_POSSIBLE>gut bezahlen</LXA_POSSIBLE>.",Neutral
1571,"quot;der neue''      Mac-Quatsch-Thread *** (2
hmm. . . als tastatur finde ich die original tastatur von apple klasse. also maus mag ich die razer pro solution. nur nicht die original apple maus. der volle horror das teil.", quot;der neue'' Mac-Quatsch-Thread *** (2 hmm. . . als tastatur finde ich die original tastatur von <LXA_POSSIBLE>apple klasse</LXA_POSSIBLE>. also maus mag ich die razer pro solution. nur nicht die original <LXA_POSSIBLE>apple maus</LXA_POSSIBLE>. der volle horror das teil.,Positive
1572,"Im Test: Port Design Notebookrucksack 'Aspen'        
Ich finde den Aspen auch gar nicht so unschick. Hab mir bei Amazonien mal einen bestellt, da ich sowieso einen kleinen Eine-Nacht Reiserucksack mit Macbook Fach im Auge hatte. Der sollte den Job erfü;llen."," Im Test: Port Design Notebookrucksack 'Aspen' Ich finde den Aspen auch gar nicht so unschick. Hab mir bei Amazonien mal einen bestellt, da ich sowieso einen kleinen Eine-Nacht Reiserucksack mit Macbook Fach im Auge hatte. Der sollte den Job erf≈∏;llen.",Neutral
1573,"Unterschied zwischen den 15 Zoll MacBook Pros?
Ich hab' einfach beim örtlichen ''Atelco'' Laptop-RAM in den richtigen Spezifikationen gekauft, für 30 Euro je 2GB Riegel - und mit Gutschein nur 30 € insgesamt bezahlt und für die originalen MBP 2GBs auch 30 bekommen     Und: Nicht jeder, der im Architekturstudium Cinema 4D und Photoshop benutzt, braucht auch 4 GB RAM. . .   Meine Meinung: Jedes MBP reicht für Dich erstmal, z. B. aus dem Refurb-Store und vielleicht auch erst mal 2 GB RAM.   Es spricht natürlich auch nichts dagegen ein Neues mit viel RAM zu kaufen, sind tolle Teile. . ."," Unterschied zwischen den 15 Zoll MacBook Pros? Ich hab' einfach beim ≈°rtlichen ''Atelco'' Laptop-RAM in den <LXA_POSSIBLE>richtigen Spezifikationen</LXA_POSSIBLE> gekauft, f≈∏r 30 Euro je 2GB Riegel - und mit Gutschein nur 30 √õ <LXA_POSSIBLE>insgesamt bezahlt</LXA_POSSIBLE> und f≈∏r die <LXA_POSSIBLE>originalen MBP</LXA_POSSIBLE> 2GBs auch 30 bekommen Und: Nicht jeder, der im Architekturstudium Cinema 4D und Photoshop benutzt, braucht auch 4 GB RAM. . . Meine Meinung: <LXA_POSSIBLE>Jedes MBP</LXA_POSSIBLE> reicht f≈∏r Dich erstmal, z. B. aus dem Refurb-Store und vielleicht auch erst mal 2 GB RAM. Es spricht nat≈∏rlich auch nichts dagegen ein Neues mit <LXA_POSSIBLE>viel RAM</LXA_POSSIBLE> zu kaufen, sind <LXA_POSSIBLE>tolle Teile</LXA_POSSIBLE>. . .",Neutral
1574,"T-Mobile Auftrags-Nachverfolgung
Ich hab es gestern getan.  Das 3G in weiss wurde samt Complete S online (Neuvertrag) bestellt. Und heute bekomm ich die Mail (wenn auch auf Anfrage da der T-Mob Bestellstatus nicht funzt), dass das Ger&Atilde;&curren;t noch heute verschickt wird. Ich liebe dieses Gefü;hl, wenn was neues von Apple im Anmarsch ist.   @Kekskruemel Ich drü;ck dir die Daumen, dass auch du bald erlöst wirst!   lg SPJ"," T-Mobile Auftrags-Nachverfolgung Ich hab es <LXA_POSSIBLE>gestern getan</LXA_POSSIBLE>. Das 3G in weiss wurde samt Complete S online (Neuvertrag) bestellt. Und heute bekomm ich die Mail (wenn auch auf Anfrage da der T-Mob Bestellstatus nicht funzt), dass das Ger&Atilde;&curren;t noch <LXA_POSSIBLE>heute verschickt</LXA_POSSIBLE> wird. Ich liebe dieses Gef≈∏;hl, wenn was neues von Apple im Anmarsch ist. @Kekskruemel Ich dr≈∏;ck dir die Daumen, dass auch du bald erl≈°st wirst! lg SPJ",Positive
1575,"imac mit pc quasi als ''d      box''     
ich hab jetzt 2 tage meine mac osx cdÂ´s gesucht und installiere diese grade hoffe das front row dannach wieder tut. . mit dem streamen werde ich es dann mit vlc player mal versuchen.", imac mit pc quasi als ''d box'' ich hab jetzt 2 tage meine mac osx cd√•¬´s gesucht und installiere diese grade hoffe das front row dannach wieder tut. . mit dem streamen werde ich es dann mit <LXA_POSSIBLE>vlc player mal versuchen</LXA_POSSIBLE>.,Neutral
1576,"Ist das wirklich normal?
Ich hab mit nem Macbook von Februar, also knapp 7 Monate alt 192 Ladezyklen und noch 100% bei 5124 mAh"," Ist das wirklich normal? Ich hab mit nem Macbook von Februar, also knapp 7 Monate alt 192 Ladezyklen und noch 100% bei 5124 mAh",Neutral
1577,"iPhoto 8 Library auf NAS (Synology RS407
Ich habe das gelesen, jetzt haben wir zwar bereits September, aber vielleicht kann ich was sagen. Bei mir ist es ein MB Tiger und ein iMac Leo und eine Buffalo Link Station NAS. Ich habe die iPhoto Library dort ausgelagert und bin nicht 100% zufrieden, da der Zugriff über LAN nicht schnell ist, über WLAN eher schlecht und einmal die Library verschwunden war. Wie auch immer, anscheinend kann man NAS Performance im Netz tunen, in dem man den delayed_ack Parameter setzt, da findest du einige Tipps hier. Ansonsten bin ich über Austausch diesbezüglich weiter interessiert."," iPhoto 8 Library auf NAS (Synology RS407 Ich habe das gelesen, jetzt haben wir zwar bereits September, aber vielleicht kann ich was sagen. Bei mir ist es ein MB Tiger und ein iMac Leo und eine Buffalo Link Station NAS. Ich habe die iPhoto Library <LXA_POSSIBLE>dort ausgelagert</LXA_POSSIBLE> und bin nicht 100% zufrieden, da der Zugriff ≈∏ber LAN nicht schnell ist, ≈∏ber WLAN eher schlecht und einmal die Library verschwunden war. Wie auch immer, anscheinend kann man NAS Performance im Netz tunen, in dem man den delayed_ack Parameter setzt, da findest du einige Tipps hier. Ansonsten bin ich ≈∏ber Austausch diesbez≈∏glich <LXA_POSSIBLE>weiter interessiert</LXA_POSSIBLE>.",Neutral
1578,"Von der Ankü;ndigung zur Verfü;gbarkeit
Ich habe ein kleines Problem was mich schon seit Tagen besch&Atilde;&curren;ftigt. Und zwar starte ich am 18. Okt einen l&Atilde;&curren;ngeren Auslandsaufenthalt und wollte mir zu dieser Gelegenheit endlich ein MacBook anschaffen. Tja jetzt fliege ich blöderweise direkt 4 Tage nach dem 14. der ja als Termin fü;r die neuen Macbooks gehandelt wird. Jetzt bin ich am ü;berlegen ob ich sicher gehe und mir jetzt eines kaufe zumal ich es zu einem wirklich guten Preis bek&Atilde;&curren;me oder auf die Neuen warte (fü;r die ich die selben Prozente bek&Atilde;&curren;me) und das Risiko eingehe am Ende ohne da zu stehen. Ich bin zwar eine Woche sp&Atilde;&curren;ter in HongKong doch ich habe immer ein wenig Bedenken bei solchen Ger&Atilde;&curren;ten was Grantie und Tastaur angeht wenn sie im Ausland gekauft werden, und zu einen so guten Preis wie hier bek&Atilde;&curren;me ich es dort wohl auch nicht.   Meine eigentliche Frage ist jetzt wie lange es denn bei den MacBooks dauern wird bis die bei den H&Atilde;&curren;ndlern verfü;gbar sind. Gibt es da Erfahrungswerte aus den vergangenen Jahren? Ich kann mir vorstellen dass das nicht so schnell geht wie bei den iPods oder t&Atilde;&curren;usche ich da?"," Von der Ank≈∏;ndigung zur Verf≈∏;gbarkeit Ich habe ein <LXA_INTERNAL_NEGATIVE>kleines Problem</LXA_INTERNAL_NEGATIVE> was mich schon seit Tagen besch&Atilde;&curren;ftigt. Und zwar starte ich am 18. Okt einen l&Atilde;&curren;ngeren Auslandsaufenthalt und wollte mir zu dieser Gelegenheit endlich ein MacBook anschaffen. Tja jetzt fliege ich bl≈°derweise direkt 4 Tage nach dem 14. der ja als Termin f≈∏;r die <LXA_POSSIBLE>neuen Macbooks</LXA_POSSIBLE> gehandelt wird. Jetzt bin ich am ≈∏;berlegen ob ich sicher gehe und mir jetzt eines kaufe zumal ich es zu einem wirklich <LXA_POSSIBLE>guten Preis</LXA_POSSIBLE> bek&Atilde;&curren;me oder auf die Neuen warte (f≈∏;r die ich die <LXA_POSSIBLE>selben Prozente</LXA_POSSIBLE> bek&Atilde;&curren;me) und das Risiko eingehe am Ende ohne da zu stehen. Ich bin zwar eine Woche sp&Atilde;&curren;ter in HongKong doch ich habe immer ein <LXA_POSSIBLE>wenig Bedenken</LXA_POSSIBLE> bei <LXA_POSSIBLE>solchen Ger</LXA_POSSIBLE>&Atilde;&curren;ten was Grantie und Tastaur angeht wenn sie im Ausland gekauft werden, und zu einen so <LXA_POSSIBLE>guten Preis</LXA_POSSIBLE> wie hier bek&Atilde;&curren;me ich es dort wohl auch nicht. Meine <LXA_INTERNAL_POSITIVE>eigentliche Frage</LXA_INTERNAL_POSITIVE> ist jetzt wie lange es denn bei den MacBooks dauern wird bis die bei den H&Atilde;&curren;ndlern verf≈∏;gbar sind. Gibt es da Erfahrungswerte aus den <LXA_POSSIBLE>vergangenen Jahren</LXA_POSSIBLE>? Ich kann mir vorstellen dass das nicht so schnell geht wie bei den iPods oder t&Atilde;&curren;usche ich da?",Neutral
1579,"Mac-Hardware vs Systemanforderungen?
Ich habe ein Macbook Pro 3,1 also mit einem C2D mit 2,2 GHz, 4GB Ram und NVIDIA Geforce 8600M GT mit 128MB Speicher.   Ich hab die Spore Demo mal ausprobiert. Lief ohne Probleme. Weiß aber nicht mehr, welche Einstellungen das waren.   Unter Windows laufen / liefen:   Half Life 2, native Monitorauflösung, maximale Details - vollkommen flüssig, ca. 70 - 100 FPS   Command & Conquer 3: TW, native Monitorauflösung, mittlere bis hohe Details - vollk. flüssig wenn wenig los ist auf dem Schlachtfeld, immer noch ausreichend wenn sich um die 100 Einheiten Tummeln. .     Crysis Singleplayer Demo, mit 1024 x *** (War irgendeine Breitbildauflösung), mittleren Details, aber ohne Schatten lief einigermaßen befriedigend, je nach Landschaft. (ca. 20-30 FPS)   Desperados 2: Cooper's Revenge, native Auflösung, hohe Details lief einwandfrei   Enemy Territory: Quake Wars - Demo. Weiß die Einstellunge nicht mehr, war aber gut spielbar und machte von der Optik auch was her."," Mac-Hardware vs Systemanforderungen? Ich habe ein Macbook Pro 3,1 also mit einem C2D mit 2,2 GHz, 4GB Ram und NVIDIA Geforce 8600M GT mit 128MB Speicher. Ich hab die Spore Demo <LXA_STOP>mal ausprobiert</LXA_STOP>. Lief ohne Probleme. Wei¬ß aber nicht mehr, welche Einstellungen das waren. Unter Windows laufen / liefen: Half Life 2, <LXA_POSSIBLE>native Monitoraufl≈°sung</LXA_POSSIBLE>, <LXA_POSSIBLE>maximale Details</LXA_POSSIBLE> - vollkommen fl≈∏ssig, ca. 70 - 100 FPS Command & Conquer 3: TW, <LXA_POSSIBLE>native Monitoraufl≈°sung</LXA_POSSIBLE>, mittlere bis <LXA_POSSIBLE>hohe Details</LXA_POSSIBLE> - vollk. fl≈∏ssig wenn wenig los ist auf dem Schlachtfeld, immer noch ausreichend wenn sich um die 100 Einheiten Tummeln. . Crysis Singleplayer Demo, mit 1024 x *** (War irgendeine Breitbildaufl≈°sung), mittleren Details, aber ohne Schatten lief einigerma<LXA_POSSIBLE>¬ßen</LXA_POSSIBLE> befriedigend, je nach Landschaft. (ca. 20-30 FPS) Desperados 2: Cooper's Revenge, native Aufl≈°sung, <LXA_POSSIBLE>hohe Details</LXA_POSSIBLE> lief einwandfrei Enemy Territory: Quake Wars - Demo. Wei¬ß die Einstellunge nicht mehr, war aber gut spielbar und machte von der Optik auch was her.",Neutral
1581,"mlb.tv, NFL Game Pass, ESPN 360, Gameplan
Ich habe folgendes Problem. Auf meinem Mac Mini bekomme ich den NFL-HD Teststream nur noch auf 1661kps. Vor einer Woche waren es noch so ca. 2300kps. Es handelt sich um den T2300 mit 2GB Ram. Auf dem Mac ist XP und Leopard. Online gehe ich über KDG. 20/1. Meine Hardware und mein Anschluss müssen doch reichen , oder ? Verstehe nicht, warum ich nicht mehr die 2300kps erreiche. Vielleicht ligt es mit dem Xp Updates zusammen ?"," mlb.tv, NFL Game Pass, ESPN 360, Gameplan Ich habe <LXA_POSSIBLE>folgendes Problem</LXA_POSSIBLE>. Auf meinem Mac Mini bekomme ich den NFL-HD Teststream nur noch auf 1661kps. Vor einer Woche waren es noch so ca. 2300kps. Es handelt sich um den T2300 mit 2GB Ram. Auf dem Mac ist XP und Leopard. Online gehe ich ≈∏ber KDG. 20/1. Meine Hardware und mein Anschluss m≈∏ssen <LXA_POSSIBLE>doch reichen</LXA_POSSIBLE> , oder ? Verstehe nicht, warum ich nicht mehr die 2300kps erreiche. Vielleicht ligt es mit dem Xp Updates zusammen ?",Neutral
1582,"Erste Hilfe gesucht! Macbook startet nicht!
Ich habe mein Macbook an einen Beamer angeschlossen - jetzt startet es nicht mehr, ich habe alles versucht:    PRAM-Start  Start von System-Disk  mit meinem iMac verbunden    nichts geht! und im Single-User Mode kommt diese Nachricht:    FSLogMSGOrder First  0 (Level 3( ReadUID 0) (Facility com. apple. system. fs) (Erertype I0) (ErrNo 5) (0IType Read) (PBlkNum 5568656) (LBlkNum 33051) (FSLogMsgID 1252407541) (FSlogMsgOrder First)    das alles in eckigen Klammern, nicht in runden.    Weiss jemand Rat?? :confused:    Danke und Grüße"," <LXA_INTERNAL_POSITIVE>Erste Hilfe</LXA_INTERNAL_POSITIVE> gesucht! Macbook startet nicht! Ich habe mein Macbook an einen Beamer angeschlossen - jetzt startet es nicht mehr, ich habe alles versucht: PRAM-Start Start von System-Disk mit meinem iMac verbunden nichts geht! und im Single-User Mode kommt diese Nachricht: FSLogMSGOrder First 0 (Level 3( ReadUID 0) (Facility com. apple. system. fs) (Erertype I0) (ErrNo 5) (0IType Read) (PBlkNum 5568656) (LBlkNum 33051) (FSLogMsgID 1252407541) (FSlogMsgOrder First) das alles in <LXA_POSSIBLE>eckigen Klammern</LXA_POSSIBLE>, nicht in runden. Weiss jemand Rat?? :confused: Danke und Gr≈∏¬ße",Neutral
